POSTAL_COD,ROAD_NAME,BUILDING_N,Dest,Service_Feedback
298732,LORNIE ROAD,CALDECOTT HILL ESTATE,Raffles Institution,So So
298742,LORNIE ROAD,LORNIE 18,Raffles Institution,Not Good
298801,KHEAM HOCK ROAD,KEW LODGE,Raffles City,Very Good
298806,KHEAM HOCK ROAD,KEW LODGE,Marina Barrage,Good
298862,KHEAM HOCK ROAD,TEMPORARY SITE OFFICE,Raffles Institution,So So
299173,JALAN MASHHOR,MASJID OMAR SALMAH,The Interlace,Not Good
299560,DUNEARN ROAD,,Marina Barrage,Very Good
307429,GILSTEAD ROAD,GILSTEAD 68,Changi Airport,Good
307430,GILSTEAD ROAD,GILSTEAD 68,Changi Airport,So So
307436,GILSTEAD ROAD,GILSTEAD 68,Changi Airport,Not Good
307440,CHANCERY LANE,FIVE CHANCERY,Marina Barrage,Very Good
307473,BARKER ROAD,BARKER VILLE,Quality Hotel,Good
307474,BARKER ROAD,BARKER VILLE,Marina Barrage,So So
307475,BARKER ROAD,BARKER VILLE,Marina Barrage,Not Good
307476,BARKER ROAD,BARKER VILLE,Marina Barrage,Very Good
307494,BARKER ROAD,BARKER TERRACES,Changi Airport,Good
307495,BARKER ROAD,BARKER TERRACES,Changi Airport,So So
307498,BARKER ROAD,BARKER TERRACES,Changi Airport,Not Good
307503,BARKER ROAD,BARKER TERRACES,Quality Hotel,Very Good
307512,CHANCERY HILL ROAD,THE COMPASS AT CHANCERY,Velocity,Good
307628,THOMSON ROAD,GOLDHILL SHOPPING CENTRE,Marina Barrage,So So
307629,THOMSON ROAD,GOLDHILL SHOPPING CENTRE,Marina Barrage,Not Good
307629,THOMSON ROAD,GOLDHILL SHOPPING CENTRE,Marina Barrage,Very Good
307630,THOMSON ROAD,GOLDHILL SHOPPING CENTRE,Marina Barrage,Good
307632,THOMSON ROAD,GOLDHILL SHOPPING CENTRE,Velocity,So So
307654,THOMSON ROAD,ENG AUN MANSION,Marina Barrage,Not Good
307654,THOMSON ROAD,ENG AUN MANSION,Marina Barrage,Very Good
307654,THOMSON ROAD,ENG AUN MANSION,Marina Barrage,Good
307655,THOMSON ROAD,ENG AUN MANSION,Marina Barrage,So So
307655,THOMSON ROAD,ENG AUN MANSION,Marina Barrage,Not Good
307655,THOMSON ROAD,ENG AUN MANSION,Marina Barrage,Very Good
307658,THOMSON ROAD,ENG AUN MANSION,Marina Barrage,Good
307658,THOMSON ROAD,ENG AUN MANSION,Marina Barrage,So So
307659,THOMSON ROAD,ENG AUN MANSION,Marina Barrage,Not Good
307659,THOMSON ROAD,ENG AUN MANSION,Marina Barrage,Very Good
307660,THOMSON ROAD,ENG AUN MANSION,Marina Barrage,Good
307660,THOMSON ROAD,ENG AUN MANSION,Marina Barrage,So So
307667,THOMSON ROAD,,Marina Barrage,Not Good
307668,THOMSON ROAD,THE THOMSON DUPLEX,Sentosa,Very Good
307676,THOMSON ROAD,THOMSON MEDICAL CENTRE,Night Safari,Good
307684,THOMSON ROAD,NOVENA SQUARE,Botanic Gardens,So So
307685,THOMSON ROAD,NOVENA SQUARE,Singapore Polytechnic,Not Good
307686,THOMSON ROAD,AMANINDA,Sentosa,Very Good
308066,MOUNT ROSIE ROAD,ROSIE VIEW,Marina Barrage,Good
308067,MOUNT ROSIE ROAD,ROSIE VIEW,Sentosa,So So
308091,MOULMEIN ROAD,,Junction 8,Not Good
308091,MOULMEIN ROAD,,Junction 8,Very Good
308091,MOULMEIN ROAD,,Junction 8,Good
308091,MOULMEIN ROAD,,Junction 8,So So
308091,MOULMEIN ROAD,,Junction 8,Not Good
308091,MOULMEIN ROAD,,Junction 8,Very Good
308091,MOULMEIN ROAD,,Junction 8,Good
308091,MOULMEIN ROAD,,Junction 8,So So
308091,MOULMEIN ROAD,,Junction 8,Not Good
308091,MOULMEIN ROAD,,Junction 8,Very Good
308091,MOULMEIN ROAD,,Junction 8,Good
308091,MOULMEIN ROAD,,Junction 8,So So
308091,MOULMEIN ROAD,,Junction 8,Not Good
308108,MOULMEIN ROAD,THE FOREST BY WANGZ,Sentosa,Very Good
308609,JALAN NOVENA BARAT,NOVENA COURT,Marina Barrage,Good
308610,JALAN NOVENA BARAT,NOVENA COURT,Marina Barrage,So So
308610,JALAN NOVENA BARAT,NOVENA COURT,Marina Barrage,Not Good
308610,JALAN NOVENA BARAT,NOVENA COURT,Marina Barrage,Very Good
308613,JALAN NOVENA BARAT,NOVENA COURT,Quality Hotel,Good
309076,GILSTEAD ROAD,NEWTON MANSION,Marina Barrage,So So
309076,GILSTEAD ROAD,NEWTON MANSION,Marina Barrage,Not Good
309076,GILSTEAD ROAD,NEWTON MANSION,Marina Barrage,Very Good
309076,GILSTEAD ROAD,NEWTON MANSION,Marina Barrage,Good
309094,GILSTEAD ROAD,GILSTEAD COURT,Sentosa,So So
309094,GILSTEAD ROAD,GILSTEAD COURT,Sentosa,Not Good
309094,GILSTEAD ROAD,GILSTEAD COURT,Sentosa,Very Good
309094,GILSTEAD ROAD,GILSTEAD COURT,Sentosa,Good
309094,GILSTEAD ROAD,GILSTEAD COURT,Sentosa,So So
309094,GILSTEAD ROAD,GILSTEAD COURT,Sentosa,Not Good
309094,GILSTEAD ROAD,GILSTEAD COURT,Sentosa,Very Good
309094,GILSTEAD ROAD,GILSTEAD COURT,Sentosa,Good
309094,GILSTEAD ROAD,GILSTEAD COURT,Sentosa,So So
309094,GILSTEAD ROAD,GILSTEAD COURT,Sentosa,Not Good
309098,GILSTEAD ROAD,GILSTEAD COURT,Sentosa,Very Good
309098,GILSTEAD ROAD,GILSTEAD COURT,Sentosa,Good
309105,GILSTEAD ROAD,GILSTEAD MANSION,Marina Barrage,So So
309105,GILSTEAD ROAD,GILSTEAD MANSION,Marina Barrage,Not Good
309105,GILSTEAD ROAD,GILSTEAD MANSION,Marina Barrage,Very Good
309105,GILSTEAD ROAD,GILSTEAD MANSION,Marina Barrage,Good
309121,GILSTEAD ROAD,VILLAS @ GILSTEAD,Junction 8,So So
309123,GILSTEAD ROAD,VILLAS @ GILSTEAD,Quality Hotel,Not Good
309203,GENTLE ROAD,GENTLE REFLECTIONS,Quality Hotel,Very Good
309204,GENTLE ROAD,GENTLE REFLECTIONS,Marina Barrage,Good
309358,DYSON ROAD,,Sentosa,So So
309430,DUNEARN ROAD,CHANCERY COURT,Sentosa,Not Good
309431,DUNEARN ROAD,CHANCERY COURT,Junction 8,Very Good
309432,DUNEARN ROAD,CHANCERY COURT,Velocity,Good
309433,DUNEARN ROAD,CHANCERY COURT,Quality Hotel,So So
309521,CHANCERY LANE,CHANCERY GROVE,Junction 8,Not Good
309524,CHANCERY LANE,CHANCERY GROVE,Marina Barrage,Very Good
309531,CHANCERY LANE,CHANCERY GROVE,Junction 8,Good
309536,CHANCERY LANE,CHANCERY GROVE,Changi Airport,So So
309583,CHANCERY LANE,,Quality Hotel,Not Good
309590,CHANCERY LANE,,Sentosa,Very Good
309592,CHANCERY LANE,,Velocity,Good
309593,CHANCERY LANE,,Quality Hotel,So So
309673,CHANCERY HILL ROAD,THE COMPASS AT CHANCERY,Quality Hotel,Not Good
309674,CHANCERY HILL ROAD,THE COMPASS AT CHANCERY,Marina Barrage,Very Good
309676,CHANCERY HILL ROAD,THE COMPASS AT CHANCERY,Marina Barrage,Good
309677,CHANCERY HILL ROAD,THE COMPASS AT CHANCERY,Marina Barrage,So So
309887,BARKER ROAD,,Marina Barrage,Not Good
309888,BARKER ROAD,,Marina Barrage,Very Good
309889,BARKER ROAD,,Marina Barrage,Good
310141,LORONG 2 TOA PAYOH,MULTI STOREY CAR PARK,Junction 8,So So
311130,LORONG 1 TOA PAYOH,TOA PAYOH CREST,Sentosa,Not Good
311147,LORONG 2 TOA PAYOH,TOA PAYOH TOWERS,Sentosa,Very Good
311172,LORONG 1 TOA PAYOH,TOA PAYOH GREEN,Velocity,Good
311195,KIM KEAT AVENUE,KIM KEAT VIEW,Marina Barrage,So So
311196,KIM KEAT AVENUE,,Marina Barrage,Not Good
311220,LORONG 8 TOA PAYOH,,Changi Airport,Very Good
311227,LORONG 8 TOA PAYOH,TOA PAYOH EIGHT,Singapore Polytechnic,Good
311228,LORONG 8 TOA PAYOH,TOA PAYOH EIGHT,Sentosa,So So
311261,TOA PAYOH EAST,TOA PAYOH APEX,Junction 8,Not Good
312130,LORONG 1 TOA PAYOH,TOA PAYOH CREST,Sentosa,Very Good
312147,LORONG 2 TOA PAYOH,TOA PAYOH TOWERS,Sentosa,Good
313079,TOA PAYOH CENTRAL,CENTRAL HORIZON,Sentosa,So So
313084,LORONG 2 TOA PAYOH,,Singapore Polytechnic,Not Good
313085,LORONG 4 TOA PAYOH,HDB-TOA PAYOH,Sentosa,Very Good
313130,LORONG 1 TOA PAYOH,TOA PAYOH CREST,Sentosa,Good
314079,TOA PAYOH CENTRAL,CENTRAL HORIZON,Singapore Polytechnic,So So
315079,TOA PAYOH CENTRAL,CENTRAL HORIZON,Sentosa,Not Good
318992,TOA PAYOH NORTH,,Velocity,Very Good
318993,TOA PAYOH NORTH,,Quality Hotel,Good
318998,TOA PAYOH NORTH,TOA PAYOH FOOD CENTRE II,Sentosa,So So
319001,TOA PAYOH NORTH,,Junction 8,Not Good
319002,TOA PAYOH NORTH,,Velocity,Very Good
319258,LORONG 8 TOA PAYOH,TOA PAYOH SOUTH COMMUNITY CLUB,Sentosa,Good
319259,LORONG 8 TOA PAYOH,SRI VAIRAVIMADA KALIAMMAN TEMPLE,Sentosa,So So
319260,LORONG 8 TOA PAYOH,TOA PAYOH POLYCLINIC,Singapore Polytechnic,Not Good
319318,LORONG 7 TOA PAYOH,CHEE TIAN KENG TEMPLE,Sentosa,Very Good
319318,LORONG 7 TOA PAYOH,CHEE TIAN KENG TEMPLE,Sentosa,Good
319318,LORONG 7 TOA PAYOH,CHEE TIAN KENG TEMPLE,Sentosa,So So
319318,LORONG 7 TOA PAYOH,CHEE TIAN KENG TEMPLE,Sentosa,Not Good
319389,LORONG 6 TOA PAYOH,TOA PAYOH STADIUM,Sentosa,Very Good
319389,LORONG 6 TOA PAYOH,TOA PAYOH STADIUM,Sentosa,Good
319518,LORONG 4 TOA PAYOH,,Night Safari,So So
319519,LORONG 4 TOA PAYOH,GENMAG BUILDING,Singapore Polytechnic,Not Good
319521,LORONG 4 TOA PAYOH,,Junction 8,Very Good
319756,LORONG 1 TOA PAYOH,BRADDELL MRT STATION,Night Safari,Good
319757,LORONG 1 TOA PAYOH,,Changi Airport,So So
319764,LORONG 1 TOA PAYOH,CHIJ SECONDARY (TOA PAYOH),Night Safari,Not Good
319765,LORONG 1 TOA PAYOH,CHIJ PRIMARY (TOA PAYOH),Night Safari,Very Good
319771,LORONG 1 TOA PAYOH,OLEANDER TOWERS,Junction 8,Good
319772,LORONG 1 TOA PAYOH,OLEANDER TOWERS,Velocity,So So
319941,JALAN TOA PAYOH,LIAN SHAN SHUANG LIN MONASTERY,Junction 8,Not Good
322117,JALAN TENTERAM,TENTERAM PEAK,Sentosa,Very Good
324113,MCNAIR ROAD,MCNAIR TOWERS,Quality Hotel,Good
325113,MCNAIR ROAD,MCNAIR TOWERS,Quality Hotel,So So
327987,SAINT MICHAEL'S ROAD,,Changi Airport,Not Good
327989,SAINT MICHAEL'S ROAD,,Changi Airport,Very Good
327990,SAINT MICHAEL'S ROAD,,Changi Airport,Very Good
327993,SAINT MICHAEL'S ROAD,,Quality Hotel,Good
328147,SERANGOON ROAD,,Marina Barrage,So So
328155,SERANGOON ROAD,,Marina Barrage,Not Good
328156,SERANGOON ROAD,,Marina Barrage,Very Good
328157,SERANGOON ROAD,,Marina Barrage,Good
328162,SERANGOON ROAD,,Velocity,So So
328163,SERANGOON ROAD,,Quality Hotel,Not Good
328170,SERANGOON ROAD,EURO-ASIA APARTMENTS,Singapore Polytechnic,Very Good
328172,SERANGOON ROAD,TONG TEK BUDDHIST TEMPLE,Velocity,Good
328178,SERANGOON ROAD,,Marina Barrage,So So
328181,SERANGOON ROAD,,Junction 8,Not Good
328182,SERANGOON ROAD,ELIM CHURCH ASSEMBLY OF GOD,Velocity,Very Good
328183,SERANGOON ROAD,,Quality Hotel,Good
328191,SERANGOON ROAD,,Junction 8,So So
328192,SERANGOON ROAD,,Velocity,Not Good
328193,SERANGOON ROAD,,Quality Hotel,Very Good
328193,SERANGOON ROAD,,Quality Hotel,Good
328196,SERANGOON ROAD,,Marina Barrage,So So
328196,SERANGOON ROAD,,Marina Barrage,Not Good
328197,SERANGOON ROAD,,Marina Barrage,Very Good
328197,SERANGOON ROAD,,Marina Barrage,Good
328205,SERANGOON ROAD,,Marina Barrage,So So
328205,SERANGOON ROAD,,Marina Barrage,Not Good
328206,SERANGOON ROAD,,Marina Barrage,Very Good
328206,SERANGOON ROAD,,Marina Barrage,Good
328210,SERANGOON ROAD,,Marina Barrage,So So
328210,SERANGOON ROAD,,Marina Barrage,Not Good
328231,SERANGOON ROAD,,Junction 8,Very Good
328232,SERANGOON ROAD,,Velocity,Good
328234,SERANGOON ROAD,,Sentosa,So So
328235,SERANGOON ROAD,,Marina Barrage,Not Good
328235,SERANGOON ROAD,,Marina Barrage,Very Good
328236,SERANGOON ROAD,,Marina Barrage,Good
328236,SERANGOON ROAD,,Marina Barrage,So So
328239,SERANGOON ROAD,,Marina Barrage,Not Good
328239,SERANGOON ROAD,,Marina Barrage,Very Good
328240,SERANGOON ROAD,,Changi Airport,Good
328240,SERANGOON ROAD,,Changi Airport,So So
328241,SERANGOON ROAD,,Junction 8,Not Good
328241,SERANGOON ROAD,,Junction 8,Very Good
328245,SERANGOON ROAD,,Marina Barrage,Good
328245,SERANGOON ROAD,,Marina Barrage,So So
328247,SERANGOON ROAD,,Sentosa,Not Good
328249,SERANGOON ROAD,,Marina Barrage,Very Good
328249,SERANGOON ROAD,,Marina Barrage,Good
328250,SERANGOON ROAD,,Marina Barrage,So So
328250,SERANGOON ROAD,,Marina Barrage,Not Good
328251,SERANGOON ROAD,,Junction 8,Very Good
328251,SERANGOON ROAD,,Junction 8,Good
328254,SERANGOON ROAD,,Marina Barrage,So So
328254,SERANGOON ROAD,,Marina Barrage,Not Good
328256,SERANGOON ROAD,,Marina Barrage,Very Good
328257,SERANGOON ROAD,,Marina Barrage,Good
329755,BALESTIER ROAD,,Night Safari,So So
329756,BALESTIER ROAD,,Night Safari,Not Good
329785,BALESTIER ROAD,,Marina Barrage,Very Good
329793,BALESTIER ROAD,,Quality Hotel,Good
329793,BALESTIER ROAD,,Quality Hotel,So So
329806,BALESTIER ROAD,,Botanic Gardens,Not Good
329815,BALESTIER ROAD,PUBLIC MANSIONS,Night Safari,Very Good
329820,BALESTIER ROAD,LEONG HIN BUILDING,Sentosa,Good
329822,BALESTIER ROAD,PUBLIC MANSIONS,Velocity,So So
329842,BALESTIER ROAD,,Velocity,Not Good
329842,BALESTIER ROAD,,Velocity,Very Good
329843,BALESTIER ROAD,,Quality Hotel,Good
329843,BALESTIER ROAD,,Quality Hotel,So So
329869,BALESTIER ROAD,,Marina Barrage,Not Good
329869,BALESTIER ROAD,,Marina Barrage,Very Good
329869,BALESTIER ROAD,,Marina Barrage,Good
329878,BALESTIER ROAD,,Marina Barrage,So So
329878,BALESTIER ROAD,,Marina Barrage,Not Good
329885,BALESTIER ROAD,,Marina Barrage,Very Good
329885,BALESTIER ROAD,,Marina Barrage,Good
329885,BALESTIER ROAD,,Marina Barrage,So So
329885,BALESTIER ROAD,,Marina Barrage,Not Good
329886,BALESTIER ROAD,,Marina Barrage,Very Good
329890,BALESTIER ROAD,,Marina Barrage,Good
329898,BALESTIER ROAD,EASTPAC BUILDING,Sentosa,So So
329901,BALESTIER ROAD,VALUE HOTEL - THOMSON,Junction 8,Not Good
329902,BALESTIER ROAD,,Velocity,Very Good
329902,BALESTIER ROAD,,Velocity,Good
329902,BALESTIER ROAD,,Velocity,So So
329902,BALESTIER ROAD,,Velocity,Not Good
329902,BALESTIER ROAD,,Velocity,Very Good
329902,BALESTIER ROAD,,Velocity,Good
329902,BALESTIER ROAD,,Velocity,So So
329902,BALESTIER ROAD,,Velocity,Not Good
329905,BALESTIER ROAD,,Marina Barrage,Very Good
329918,BALESTIER ROAD,,Marina Barrage,Good
338720,LAVENDER STREET,,Marina Barrage,So So
338724,LAVENDER STREET,,Sentosa,Not Good
338724,LAVENDER STREET,,Sentosa,Very Good
338766,LAVENDER STREET,HIN FAH HOUSE,Sentosa,Good
338768,LAVENDER STREET,HIN FAH HOUSE,Night Safari,So So
338770,LAVENDER STREET,,Sentosa,Not Good
338770,LAVENDER STREET,,Sentosa,Very Good
338770,LAVENDER STREET,,Sentosa,Good
338803,LAVENDER STREET,,Quality Hotel,So So
338809,LAVENDER STREET,,Marina Barrage,Not Good
339701,GEYLANG BAHRU,KALLANG DISTRIPARK (BLK 1765),Junction 8,Very Good
339705,GEYLANG BAHRU,KALLANG DISTRIPARK (BLK 1777),Singapore Polytechnic,Good
339707,GEYLANG BAHRU,KALLANG DISTRIPARK (BLK 1781),Singapore Polytechnic,So So
339709,GEYLANG BAHRU,KALLANG DISTRIPARK (BLK 7),Night Safari,Not Good
339711,GEYLANG BAHRU,KALLANG DISTRIPARK (BLK 1805),Junction 8,Very Good
339712,GEYLANG BAHRU,KALLANG DISTRIPARK (BLK 1807),Velocity,Good
339714,GEYLANG BAHRU,KALLANG DISTRIPARK (BLK 1811),Singapore Polytechnic,So So
339717,GEYLANG BAHRU,KOLAM AYER COMMUNITY CLUB,Singapore Polytechnic,Not Good
339718,GEYLANG BAHRU,KOLAM AYER PUMPING STATION (CENTRAL MONITORING BUILDING),Sentosa,Very Good
339942,BENDEMEER ROAD,MICRON BUILDING,Velocity,Good
339943,BENDEMEER ROAD,B CENTRAL,Quality Hotel,So So
339944,BENDEMEER ROAD,B CENTRAL,Singapore Polytechnic,Not Good
339946,BENDEMEER ROAD,MINISTRY OF MANPOWER SERVICES CENTRE,Night Safari,Very Good
342107,BIDADARI PARK DRIVE,ALKAFF OASIS,Sentosa,Good
342114,ALKAFF CRESCENT,ALKAFF OASIS,Sentosa,So So
348588,MACPHERSON ROAD,SENNETT ESTATE,Night Safari,Not Good
348590,MACPHERSON ROAD,SENNETT ESTATE,Night Safari,Very Good
348592,MACPHERSON ROAD,SENNETT ESTATE,Velocity,Good
348596,MACPHERSON ROAD,SENNETT ESTATE,Night Safari,So So
348609,MACPHERSON ROAD,,Marina Barrage,Not Good
348610,MACPHERSON ROAD,,Marina Barrage,Very Good
348612,MACPHERSON ROAD,,Velocity,Good
349254,KALLANG WAY,FOOD CENTRE,Sentosa,So So
349323,KALLANG PUDDING ROAD,WEE TIONG BUILDING,Quality Hotel,Not Good
361201,WOODLEIGH LINK,WOODLEIGH VILLAGE,Junction 8,Very Good
361208,WOODLEIGH LINK,WOODLEIGH GLEN,Singapore Polytechnic,Good
362201,WOODLEIGH LINK,WOODLEIGH VILLAGE,Junction 8,So So
363201,WOODLEIGH LINK,WOODLEIGH VILLAGE,Junction 8,Not Good
363202,WOODLEIGH LINK,WOODLEIGH VILLAGE,Velocity,Very Good
364202,WOODLEIGH LINK,,Velocity,Good
364206,WOODLEIGH LINK,WOODLEIGH GLEN,Sentosa,So So
364207,WOODLEIGH LINK,WOODLEIGH GLEN,Sentosa,Not Good
367861,UPPER ALJUNIED ROAD,,Junction 8,Very Good
367867,UPPER ALJUNIED ROAD,,Night Safari,Good
367869,UPPER ALJUNIED ROAD,,Night Safari,So So
367873,UPPER ALJUNIED ROAD,,Quality Hotel,Not Good
368112,MACPHERSON ROAD,HUANG LAO XIAN SHI TEMPLE,Velocity,Very Good
368142,MACPHERSON ROAD,,Velocity,Good
368144,MACPHERSON ROAD,,Marina Barrage,So So
368144,MACPHERSON ROAD,,Marina Barrage,Not Good
368148,MACPHERSON ROAD,,Marina Barrage,Very Good
368148,MACPHERSON ROAD,,Marina Barrage,Good
368159,MACPHERSON ROAD,,Marina Barrage,So So
368160,MACPHERSON ROAD,,Marina Barrage,Not Good
368167,MACPHERSON ROAD,,Marina Barrage,Very Good
368168,MACPHERSON ROAD,,Marina Barrage,Good
368169,MACPHERSON ROAD,,Marina Barrage,So So
368170,MACPHERSON ROAD,,Sentosa,Not Good
368170,MACPHERSON ROAD,,Sentosa,Very Good
368172,MACPHERSON ROAD,,Velocity,Good
368172,MACPHERSON ROAD,,Velocity,So So
368174,MACPHERSON ROAD,,Marina Barrage,Not Good
368174,MACPHERSON ROAD,,Marina Barrage,Very Good
368176,MACPHERSON ROAD,,Marina Barrage,Good
368176,MACPHERSON ROAD,,Marina Barrage,So So
368197,MACPHERSON ROAD,,Marina Barrage,Not Good
368198,MACPHERSON ROAD,,Marina Barrage,Very Good
368198,MACPHERSON ROAD,,Marina Barrage,Good
368206,MACPHERSON ROAD,,Marina Barrage,So So
368206,MACPHERSON ROAD,,Marina Barrage,Not Good
368212,MACPHERSON ROAD,,Velocity,Very Good
368212,MACPHERSON ROAD,,Velocity,Good
368213,MACPHERSON ROAD,,Quality Hotel,So So
368213,MACPHERSON ROAD,,Quality Hotel,Not Good
368219,MACPHERSON ROAD,,Marina Barrage,Very Good
368219,MACPHERSON ROAD,,Marina Barrage,Good
368221,MACPHERSON ROAD,,Junction 8,So So
368221,MACPHERSON ROAD,,Junction 8,Not Good
368222,MACPHERSON ROAD,,Velocity,Very Good
368222,MACPHERSON ROAD,,Velocity,Good
368230,MACPHERSON ROAD,,Marina Barrage,So So
368231,MACPHERSON ROAD,,Junction 8,Not Good
368232,MACPHERSON ROAD,,Velocity,Very Good
368235,MACPHERSON ROAD,,Botanic Gardens,Good
368240,MACPHERSON ROAD,CITIMAC,Botanic Gardens,So So
368241,MACPHERSON ROAD,CITIMAC,Junction 8,Not Good
379500,CIRCUIT ROAD,TEMPORARY SITE OFFICE,Sentosa,Very Good
381097,ALJUNIED CRESCENT,,Sentosa,Good
387311,UPPER BOON KENG ROAD,GEYLANG WEST COMMUNITY CLUB,Junction 8,So So
387312,UPPER BOON KENG ROAD,,Velocity,Not Good
387313,UPPER BOON KENG ROAD,,Quality Hotel,Very Good
387315,UPPER BOON KENG ROAD,,Singapore Polytechnic,Good
387465,SIMS AVENUE,,Marina Barrage,So So
387491,SIMS AVENUE,,Junction 8,Not Good
387533,SIMS AVENUE,EASTERN LODGE,Quality Hotel,Very Good
387533,SIMS AVENUE,EASTERN LODGE,Quality Hotel,Good
387533,SIMS AVENUE,EASTERN LODGE,Quality Hotel,So So
387534,SIMS AVENUE,EASTERN LODGE,Botanic Gardens,Not Good
387535,SIMS AVENUE,EASTERN LODGE,Botanic Gardens,Very Good
387536,SIMS AVENUE,EASTERN LODGE,Botanic Gardens,Good
387537,SIMS AVENUE,EASTERN LODGE,Botanic Gardens,So So
387538,SIMS AVENUE,EASTERN LODGE,Botanic Gardens,Not Good
387538,SIMS AVENUE,EASTERN LODGE,Botanic Gardens,Very Good
387538,SIMS AVENUE,EASTERN LODGE,Botanic Gardens,Good
387540,SIMS AVENUE,SIMS 450 CENTRE,Sentosa,So So
387540,SIMS AVENUE,SIMS 450 CENTRE,Sentosa,Not Good
387557,SIMS AVENUE,,Marina Barrage,Very Good
387559,SIMS AVENUE,,Marina Barrage,Good
387565,SIMS AVENUE,,Marina Barrage,So So
387575,SIMS AVENUE,,Botanic Gardens,Not Good
387577,SIMS AVENUE,,Changi Airport,Very Good
387589,SIMS AVENUE,,Marina Barrage,Good
387589,SIMS AVENUE,,Marina Barrage,So So
387589,SIMS AVENUE,,Marina Barrage,Not Good
387589,SIMS AVENUE,,Marina Barrage,Very Good
387605,SIMS AVENUE,,Marina Barrage,Good
388608,LORONG 15 GEYLANG,,Marina Barrage,So So
389004,LORONG 3 GEYLANG,TIAN TECK KENG TEMPLE,Changi Airport,Not Good
389027,LORONG 3 GEYLANG,,Changi Airport,Very Good
389028,LORONG 3 GEYLANG,,Changi Airport,Good
389052,LORONG 3 GEYLANG,,Velocity,So So
389053,LORONG 3 GEYLANG,,Quality Hotel,Not Good
389059,LORONG 3 GEYLANG,,Changi Airport,Very Good
389080,LORONG 3 GEYLANG,,Changi Airport,Good
389081,LORONG 3 GEYLANG,,Junction 8,So So
389085,LORONG 3 GEYLANG,,Changi Airport,Not Good
389086,LORONG 3 GEYLANG,,Changi Airport,Very Good
389089,LORONG 3 GEYLANG,,Changi Airport,Good
389203,GEYLANG ROAD,,Quality Hotel,So So
389274,GEYLANG ROAD,,Sentosa,Not Good
389276,GEYLANG ROAD,,Night Safari,Very Good
389276,GEYLANG ROAD,,Night Safari,Good
389278,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,So So
389278,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Not Good
389278,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Very Good
389278,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Good
389280,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,So So
389282,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Velocity,Not Good
389289,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Very Good
389310,GEYLANG ROAD,,Marina Barrage,Good
389310,GEYLANG ROAD,,Marina Barrage,So So
389310,GEYLANG ROAD,,Marina Barrage,Not Good
389345,GEYLANG ROAD,,Marina Barrage,Very Good
389368,GEYLANG ROAD,,Marina Barrage,Good
389368,GEYLANG ROAD,,Marina Barrage,So So
389370,GEYLANG ROAD,,Marina Barrage,Not Good
389370,GEYLANG ROAD,,Marina Barrage,Very Good
389372,GEYLANG ROAD,,Velocity,Good
389372,GEYLANG ROAD,,Velocity,So So
389374,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Not Good
389374,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Very Good
389375,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Good
389375,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,So So
389376,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Not Good
389376,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Very Good
389377,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Good
389377,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,So So
389399,GEYLANG ROAD,,Sentosa,Not Good
389399,GEYLANG ROAD,,Sentosa,Very Good
389400,GEYLANG ROAD,,Marina Barrage,Good
389400,GEYLANG ROAD,,Marina Barrage,So So
389401,GEYLANG ROAD,,Junction 8,Not Good
389401,GEYLANG ROAD,,Junction 8,Very Good
389403,GEYLANG ROAD,,Quality Hotel,Good
389403,GEYLANG ROAD,,Quality Hotel,So So
389407,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Marina Barrage,Not Good
389448,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Sentosa,Very Good
389452,GEYLANG ROAD,,Velocity,Good
389452,GEYLANG ROAD,,Velocity,So So
389452,GEYLANG ROAD,,Velocity,Not Good
389463,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Quality Hotel,Very Good
389491,GEYLANG ROAD,GEYLANG CONSERVATION AREA,Junction 8,Good
389492,GEYLANG ROAD,,Velocity,So So
389492,GEYLANG ROAD,,Velocity,Not Good
389494,GEYLANG ROAD,,Botanic Gardens,Very Good
389494,GEYLANG ROAD,,Botanic Gardens,Good
389547,GEYLANG ROAD,,Sentosa,So So
389549,GEYLANG ROAD,,Night Safari,Not Good
389551,GEYLANG ROAD,,Junction 8,Very Good
389551,GEYLANG ROAD,,Junction 8,Good
389553,GEYLANG ROAD,,Quality Hotel,So So
389553,GEYLANG ROAD,,Quality Hotel,Not Good
